FIPS,County,State,Type,RE,Sex,Site,AAR,AAC
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Brain & ONS,,
16003,Adams County,Idaho,Mortality,All,Male,Brain & ONS,,
16003,Adams County,Idaho,Mortality,White NH,Male,Brain & ONS,,
16003,Adams County,Idaho,Mortality,Black NH,Male,Brain & ONS,,
16003,Adams County,Idaho,Mortality,Hispanic,Male,Brain & ONS,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Male,Brain & ONS,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Male,Brain & ONS,,
16003,Adams County,Idaho,Mortality,All,Female,Cervix,,
16003,Adams County,Idaho,Mortality,White NH,Female,Cervix,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Cervix,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Cervix,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Cervix,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Cervix,,
16003,Adams County,Idaho,Mortality,All,All,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,White NH,All,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,Black NH,All,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,Hispanic,All,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,All,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,All,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,All,Female,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,White NH,Female,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,All,Male,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,White NH,Male,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,Black NH,Male,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,Hispanic,Male,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Male,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Male,Colon & Rectum,,
16003,Adams County,Idaho,Mortality,All,Female,"Corpus Uteri & Uterus, NOS",,
16003,Adams County,Idaho,Mortality,White NH,Female,"Corpus Uteri & Uterus, NOS",,
16003,Adams County,Idaho,Mortality,Black NH,Female,"Corpus Uteri & Uterus, NOS",,
16003,Adams County,Idaho,Mortality,Hispanic,Female,"Corpus Uteri & Uterus, NOS",,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,"Corpus Uteri & Uterus, NOS",,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,"Corpus Uteri & Uterus, NOS",,
16003,Adams County,Idaho,Mortality,All,All,Esophagus,,
16003,Adams County,Idaho,Mortality,White NH,All,Esophagus,,
16003,Adams County,Idaho,Mortality,Black NH,All,Esophagus,,
16003,Adams County,Idaho,Mortality,Hispanic,All,Esophagus,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,All,Esophagus,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,All,Esophagus,,
16003,Adams County,Idaho,Mortality,All,Female,Esophagus,,
16003,Adams County,Idaho,Mortality,White NH,Female,Esophagus,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Esophagus,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Esophagus,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Esophagus,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Esophagus,,
16003,Adams County,Idaho,Mortality,All,Male,Esophagus,,
16003,Adams County,Idaho,Mortality,White NH,Male,Esophagus,,
16003,Adams County,Idaho,Mortality,Black NH,Male,Esophagus,,
16003,Adams County,Idaho,Mortality,Hispanic,Male,Esophagus,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Male,Esophagus,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Male,Esophagus,,
16003,Adams County,Idaho,Mortality,All,Female,Female Breast,,
16003,Adams County,Idaho,Mortality,White NH,Female,Female Breast,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Female Breast,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Female Breast,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Female Breast,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Female Breast,,
16003,Adams County,Idaho,Mortality,All,All,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,White NH,All,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,Black NH,All,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,Hispanic,All,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,All,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,All,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,All,Female,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,White NH,Female,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,All,Male,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,White NH,Male,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,Black NH,Male,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,Hispanic,Male,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Male,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Male,Kidney & Renal Pelvis,,
16003,Adams County,Idaho,Mortality,All,All,Leukemia,,
16003,Adams County,Idaho,Mortality,White NH,All,Leukemia,,
16003,Adams County,Idaho,Mortality,Black NH,All,Leukemia,,
16003,Adams County,Idaho,Mortality,Hispanic,All,Leukemia,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,All,Leukemia,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,All,Leukemia,,
16003,Adams County,Idaho,Mortality,All,Female,Leukemia,,
16003,Adams County,Idaho,Mortality,White NH,Female,Leukemia,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Leukemia,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Leukemia,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Leukemia,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Leukemia,,
16003,Adams County,Idaho,Mortality,All,Male,Leukemia,,
16003,Adams County,Idaho,Mortality,White NH,Male,Leukemia,,
16003,Adams County,Idaho,Mortality,Black NH,Male,Leukemia,,
16003,Adams County,Idaho,Mortality,Hispanic,Male,Leukemia,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Male,Leukemia,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Male,Leukemia,,
16003,Adams County,Idaho,Mortality,All,All,Liver & IBD,,
16003,Adams County,Idaho,Mortality,White NH,All,Liver & IBD,,
16003,Adams County,Idaho,Mortality,Black NH,All,Liver & IBD,,
16003,Adams County,Idaho,Mortality,Hispanic,All,Liver & IBD,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,All,Liver & IBD,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,All,Liver & IBD,,
16003,Adams County,Idaho,Mortality,All,Female,Liver & IBD,,
16003,Adams County,Idaho,Mortality,White NH,Female,Liver & IBD,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Liver & IBD,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Liver & IBD,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Liver & IBD,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Liver & IBD,,
16003,Adams County,Idaho,Mortality,All,Male,Liver & IBD,,
16003,Adams County,Idaho,Mortality,White NH,Male,Liver & IBD,,
16003,Adams County,Idaho,Mortality,Black NH,Male,Liver & IBD,,
16003,Adams County,Idaho,Mortality,Hispanic,Male,Liver & IBD,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Male,Liver & IBD,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Male,Liver & IBD,,
16003,Adams County,Idaho,Mortality,All,All,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,White NH,All,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,Black NH,All,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,Hispanic,All,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,All,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,All,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,All,Female,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,White NH,Female,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,All,Male,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,White NH,Male,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,Black NH,Male,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,Hispanic,Male,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Male,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Male,Lung & Bronchus,,
16003,Adams County,Idaho,Mortality,All,All,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,White NH,All,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,Black NH,All,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,Hispanic,All,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,All,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,All,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,All,Female,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,White NH,Female,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,All,Male,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,White NH,Male,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,Black NH,Male,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,Hispanic,Male,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Male,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Male,Melanoma of the Skin,,
16003,Adams County,Idaho,Mortality,All,All,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,White NH,All,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,Black NH,All,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,Hispanic,All,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,All,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,All,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,All,Female,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,White NH,Female,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,All,Male,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,White NH,Male,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,Black NH,Male,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,Hispanic,Male,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Male,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Male,Non-Hodgkin Lymphoma,,
16003,Adams County,Idaho,Mortality,All,All,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,White NH,All,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,Black NH,All,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,Hispanic,All,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,All,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,All,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,All,Female,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,White NH,Female,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,All,Male,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,White NH,Male,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,Black NH,Male,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,Hispanic,Male,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Male,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Male,Oral Cavity & Pharynx,,
16003,Adams County,Idaho,Mortality,All,Female,Ovary,,
16003,Adams County,Idaho,Mortality,White NH,Female,Ovary,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Ovary,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Ovary,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Ovary,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Ovary,,
16003,Adams County,Idaho,Mortality,All,All,Pancreas,,
16003,Adams County,Idaho,Mortality,White NH,All,Pancreas,,
16003,Adams County,Idaho,Mortality,Black NH,All,Pancreas,,
16003,Adams County,Idaho,Mortality,Hispanic,All,Pancreas,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,All,Pancreas,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,All,Pancreas,,
16003,Adams County,Idaho,Mortality,All,Female,Pancreas,,
16003,Adams County,Idaho,Mortality,White NH,Female,Pancreas,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Pancreas,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Pancreas,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Pancreas,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Pancreas,,
16003,Adams County,Idaho,Mortality,All,Male,Pancreas,,
16003,Adams County,Idaho,Mortality,White NH,Male,Pancreas,,
16003,Adams County,Idaho,Mortality,Black NH,Male,Pancreas,,
16003,Adams County,Idaho,Mortality,Hispanic,Male,Pancreas,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Male,Pancreas,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Male,Pancreas,,
16003,Adams County,Idaho,Mortality,All,Male,Prostate,,
16003,Adams County,Idaho,Mortality,White NH,Male,Prostate,,
16003,Adams County,Idaho,Mortality,Black NH,Male,Prostate,,
16003,Adams County,Idaho,Mortality,Hispanic,Male,Prostate,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Male,Prostate,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Male,Prostate,,
16003,Adams County,Idaho,Mortality,All,All,Stomach,,
16003,Adams County,Idaho,Mortality,White NH,All,Stomach,,
16003,Adams County,Idaho,Mortality,Black NH,All,Stomach,,
16003,Adams County,Idaho,Mortality,Hispanic,All,Stomach,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,All,Stomach,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,All,Stomach,,
16003,Adams County,Idaho,Mortality,All,Female,Stomach,,
16003,Adams County,Idaho,Mortality,White NH,Female,Stomach,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Stomach,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Stomach,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Stomach,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Stomach,,
16003,Adams County,Idaho,Mortality,All,Male,Stomach,,
16003,Adams County,Idaho,Mortality,White NH,Male,Stomach,,
16003,Adams County,Idaho,Mortality,Black NH,Male,Stomach,,
16003,Adams County,Idaho,Mortality,Hispanic,Male,Stomach,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Male,Stomach,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Male,Stomach,,
16003,Adams County,Idaho,Mortality,All,All,Thyroid,,
16003,Adams County,Idaho,Mortality,White NH,All,Thyroid,,
16003,Adams County,Idaho,Mortality,Black NH,All,Thyroid,,
16003,Adams County,Idaho,Mortality,Hispanic,All,Thyroid,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,All,Thyroid,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,All,Thyroid,,
16003,Adams County,Idaho,Mortality,All,Female,Thyroid,,
16003,Adams County,Idaho,Mortality,White NH,Female,Thyroid,,
16003,Adams County,Idaho,Mortality,Black NH,Female,Thyroid,,
16003,Adams County,Idaho,Mortality,Hispanic,Female,Thyroid,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Female,Thyroid,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Female,Thyroid,,
16003,Adams County,Idaho,Mortality,All,Male,Thyroid,,
16003,Adams County,Idaho,Mortality,White NH,Male,Thyroid,,
16003,Adams County,Idaho,Mortality,Black NH,Male,Thyroid,,
16003,Adams County,Idaho,Mortality,Hispanic,Male,Thyroid,,
16003,Adams County,Idaho,Mortality,American Indian/Alaska Native NH,Male,Thyroid,,
16003,Adams County,Idaho,Mortality,Asian/Pacific Islander NH,Male,Thyroid,,
16005,Bannock County,Idaho,Mortality,All,All,All Site,153.1,139.0
16005,Bannock County,Idaho,Mortality,White NH,All,All Site,152.6,127.0
16005,Bannock County,Idaho,Mortality,Black NH,All,All Site,,
16005,Bannock County,Idaho,Mortality,Hispanic,All,All Site,146.8,5.0
16005,Bannock County,Idaho,Mortality,American Indian/Alaska Native NH,All,All Site,228.5,5.0
16005,Bannock County,Idaho,Mortality,Asian/Pacific Islander NH,All,All Site,,
16005,Bannock County,Idaho,Mortality,All,Female,All Site,132.6,66.0
16005,Bannock County,Idaho,Mortality,White NH,Female,All Site,132.2,60.0
16005,Bannock County,Idaho,Mortality,Black NH,Female,All Site,,
16005,Bannock County,Idaho,Mortality,Hispanic,Female,All Site,,
16005,Bannock County,Idaho,Mortality,American Indian/Alaska Native NH,Female,All Site,,
16005,Bannock County,Idaho,Mortality,Asian/Pacific Islander NH,Female,All Site,,
16005,Bannock County,Idaho,Mortality,All,Male,All Site,182.1,73.0
16005,Bannock County,Idaho,Mortality,White NH,Male,All Site,181.8,67.0
16005,Bannock County,Idaho,Mortality,Black NH,Male,All Site,,
16005,Bannock County,Idaho,Mortality,Hispanic,Male,All Site,209.2,3.0
16005,Bannock County,Idaho,Mortality,American Indian/Alaska Native NH,Male,All Site,,
16005,Bannock County,Idaho,Mortality,Asian/Pacific Islander NH,Male,All Site,,
16005,Bannock County,Idaho,Mortality,All,All,Bladder,,
16005,Bannock County,Idaho,Mortality,White NH,All,Bladder,,
16005,Bannock County,Idaho,Mortality,Black NH,All,Bladder,,
16005,Bannock County,Idaho,Mortality,Hispanic,All,Bladder,,
16005,Bannock County,Idaho,Mortality,American Indian/Alaska Native NH,All,Bladder,,
